matter_id,client_id,consultation_id,matter_type,origin_channel,oppened_at,current_stage,responsible_lawyer_id,total_fee_agreed ,contract_signed,power_of_attorney_signed ,documents_complete,closed_at,outcome
741,244,905,civil,email,11/9/26,on hold,741,1773.33,TRUE,FALSE,FALSE,12/14/26,lost_case
742,34,659,family,phone,8/11/15,in process,742,466.97,FALSE,TRUE,FALSE,12/5/24,client_withdrew
743,102,620,consultation only service,email,2/24/20,under review,743,204.05,FALSE,TRUE,FALSE,12/21/18,accepted
744,25,4,commercial,email,11/10/30,rejected,744,2507.44,TRUE,TRUE,TRUE,9/24/28,resolved
745,551,346,civil,phone,3/13/29,completed,745,1127.28,TRUE,TRUE,FALSE,8/4/26,cancelled
746,813,421,family,phone,1/17/21,reviewing,746,418.16,TRUE,FALSE,TRUE,1/5/25,cancelled
747,890,275,commercial,phone,2/5/21,reviewing,747,1518.75,TRUE,TRUE,FALSE,1/8/20,office_declined
748,179,398,administrative,whatsapp,4/8/30,approved,748,1120.69,TRUE,FALSE,FALSE,4/28/17,lost_case
749,567,243,family,whatsapp,5/21/21,in progress,749,3888.56,TRUE,FALSE,TRUE,3/27/30,completed
750,585,165,consultation only service,whatsapp,9/12/21,rejected,750,2923.56,FALSE,TRUE,TRUE,10/1/27,office_declined
751,97,696,immigration,whatsapp,12/6/23,under investigation,751,1318.47,TRUE,FALSE,FALSE,4/25/28,completed
752,832,407,family,phone,2/6/17,pending,752,677.43,FALSE,FALSE,TRUE,9/8/23,lost_case
753,504,816,real estate,phone,5/13/19,completed,753,375.82,TRUE,TRUE,FALSE,2/7/30,office_declined
754,489,738,commercial,phone,2/26/24,under investigation,754,657.51,FALSE,TRUE,TRUE,11/12/24,settled
755,808,285,commercial,phone,12/19/18,pending approval,755,1053.4,TRUE,FALSE,TRUE,9/27/28,cancelled
756,92,785,labor,whatsapp,12/7/17,under review,756,285.99,FALSE,TRUE,TRUE,12/7/18,resolved
757,420,982,consultation only service,whatsapp,5/20/15,under review,757,2493.64,FALSE,FALSE,FALSE,1/29/28,cancelled
758,890,634,real estate,phone,8/5/26,completed,758,3761.33,TRUE,FALSE,FALSE,10/21/21,client_withdrew
759,485,707,immigration,whatsapp,4/19/25,under review,759,1163.67,FALSE,FALSE,TRUE,5/11/28,settled
760,860,828,immigration,phone,8/7/30,approved,760,4771.52,TRUE,FALSE,TRUE,2/4/22,resolved
761,981,658,labor,whatsapp,2/15/29,under investigation,761,617.37,FALSE,FALSE,FALSE,12/29/20,client_withdrew
762,595,315,criminal,whatsapp,8/6/24,awaiting response,762,3725.2,TRUE,TRUE,FALSE,1/21/15,cancelled
763,508,742,civil,email,12/29/27,rejected,763,2245.7,FALSE,TRUE,FALSE,2/1/26,lost_case
764,760,774,consultation only service,whatsapp,12/16/30,under review,764,3102.23,FALSE,FALSE,TRUE,8/5/20,office_declined
765,768,319,administrative,email,1/11/17,awaiting response,765,1989.57,FALSE,TRUE,FALSE,3/16/24,lost_case
766,852,70,real estate,phone,8/24/15,rejected,766,2608.05,TRUE,TRUE,TRUE,2/24/21,settled
767,378,978,criminal,phone,8/19/28,in process,767,1783.44,FALSE,FALSE,TRUE,9/7/19,ongoing
768,690,271,immigration,email,2/8/27,reviewing,768,2211.13,FALSE,TRUE,FALSE,1/12/26,lost_case
769,965,470,immigration,whatsapp,1/14/17,approved,769,4324.8,FALSE,FALSE,FALSE,12/18/29,cancelled
770,778,644,civil,phone,5/26/19,under review,770,621.26,FALSE,FALSE,FALSE,1/8/26,client_withdrew
771,257,314,immigration,email,5/5/15,reviewing,771,4496.44,FALSE,FALSE,TRUE,4/4/27,settled
772,622,331,family,whatsapp,1/22/28,delayed,772,2957.46,TRUE,FALSE,FALSE,3/26/21,accepted
773,54,253,immigration,whatsapp,5/13/15,delayed,773,3121.5,TRUE,FALSE,FALSE,6/20/27,office_declined
774,391,537,commercial,whatsapp,11/1/16,reviewing,774,1863.18,TRUE,TRUE,FALSE,1/27/28,cancelled
775,460,321,real estate,whatsapp,3/25/15,under review,775,4602.17,TRUE,FALSE,TRUE,6/8/25,completed
776,586,988,immigration,email,8/2/23,in process,776,2269.21,FALSE,FALSE,FALSE,1/29/18,client_withdrew
777,38,936,consultation only service,phone,7/10/18,rejected,777,4073.78,FALSE,TRUE,TRUE,6/5/24,completed
778,189,922,labor,whatsapp,6/27/20,under review,778,526.3,TRUE,TRUE,TRUE,4/4/23,accepted
779,581,186,consultation only service,email,8/20/22,pending,779,3986.66,FALSE,TRUE,TRUE,6/30/20,ongoing
780,19,803,real estate,phone,5/14/17,under review,780,1433.25,TRUE,FALSE,TRUE,6/6/24,in_progress
781,872,337,consultation only service,phone,9/20/18,reviewing,781,2443.7,FALSE,FALSE,TRUE,10/1/23,office_declined
782,835,423,civil,email,10/8/23,under investigation,782,1069.13,FALSE,FALSE,TRUE,3/28/30,client_withdrew
783,310,228,labor,whatsapp,10/25/27,delayed,783,2127.29,TRUE,FALSE,TRUE,11/28/25,lost_case
784,832,766,family,email,12/19/27,pending review,784,1794.26,FALSE,TRUE,FALSE,1/3/28,in_progress
785,353,125,criminal,whatsapp,9/7/26,pending review,785,2059.4,FALSE,FALSE,TRUE,4/8/21,client_withdrew
786,699,590,administrative,email,4/8/20,awaiting response,786,1032.25,FALSE,FALSE,FALSE,12/17/25,completed
787,814,824,commercial,email,4/16/20,pending review,787,500.2,FALSE,TRUE,FALSE,10/7/26,client_withdrew
788,235,735,labor,email,12/18/26,approved,788,3962.22,TRUE,TRUE,FALSE,12/5/20,settled
789,22,619,family,whatsapp,9/16/22,finalized,789,1800.21,TRUE,TRUE,TRUE,12/27/17,settled
790,581,922,criminal,whatsapp,8/23/24,pending,790,674.01,TRUE,FALSE,FALSE,11/6/25,resolved
791,944,935,consultation only service,whatsapp,11/19/25,reviewing,791,2220.95,FALSE,TRUE,TRUE,3/5/30,in_progress
792,536,291,consultation only service,whatsapp,10/11/20,in process,792,1874.49,TRUE,TRUE,TRUE,7/26/21,ongoing
793,931,316,labor,email,5/7/15,rejected,793,3003.3,TRUE,FALSE,FALSE,4/20/24,settled
794,155,547,administrative,email,1/24/20,under review,794,4509.07,FALSE,FALSE,FALSE,5/29/30,in_progress
795,64,350,immigration,phone,9/23/21,under review,795,3269.26,FALSE,TRUE,TRUE,4/29/27,accepted
796,52,142,family,phone,8/8/23,under investigation,796,3502.66,FALSE,FALSE,FALSE,3/15/19,in_progress
797,958,454,criminal,whatsapp,11/25/17,in progress,797,2233.83,TRUE,TRUE,FALSE,3/23/17,completed
798,931,637,immigration,email,3/29/17,in progress,798,4396.57,TRUE,FALSE,TRUE,11/5/28,accepted
799,356,726,civil,phone,7/4/22,completed,799,1349.77,FALSE,FALSE,FALSE,7/3/27,settled
800,797,693,consultation only service,phone,12/1/26,finalized,800,3543.8,TRUE,TRUE,TRUE,10/13/22,settled
801,542,370,real estate,email,10/26/29,pending review,801,551.74,TRUE,TRUE,TRUE,3/15/30,accepted
802,676,557,real estate,whatsapp,10/22/24,in process,802,1897.2,FALSE,TRUE,FALSE,3/21/17,client_withdrew
803,629,233,contract review,email,1/4/21,pending review,803,4920.38,FALSE,TRUE,TRUE,9/11/19,completed
804,17,920,family,whatsapp,12/24/30,awaiting response,804,377.56,FALSE,FALSE,FALSE,5/19/16,settled
805,854,24,real estate,email,2/6/21,delayed,805,375.08,FALSE,FALSE,TRUE,7/13/28,office_declined
806,910,88,civil,whatsapp,2/27/17,finalized,806,3265.94,TRUE,FALSE,TRUE,6/3/19,resolved
807,878,968,immigration,phone,8/3/25,pending,807,4209.48,FALSE,TRUE,TRUE,10/7/17,completed
808,332,356,commercial,whatsapp,2/18/15,pending,808,3523.81,TRUE,TRUE,TRUE,4/10/28,cancelled
809,329,71,contract review,whatsapp,12/15/16,completed,809,4799.9,TRUE,FALSE,FALSE,7/17/28,in_progress
810,512,170,commercial,whatsapp,2/29/20,pending approval,810,4470.85,TRUE,FALSE,TRUE,12/14/24,office_declined
811,14,830,civil,phone,10/13/15,reviewing,811,1239,TRUE,TRUE,FALSE,4/5/22,ongoing
812,451,958,family,phone,4/6/20,awaiting response,812,4370.62,FALSE,TRUE,TRUE,7/10/16,client_withdrew
813,393,291,contract review,email,4/8/20,pending approval,813,3629.67,FALSE,TRUE,FALSE,3/9/25,office_declined
814,69,300,contract review,email,3/20/24,reviewing,814,2962.58,TRUE,FALSE,TRUE,7/2/24,settled
815,848,204,family,whatsapp,12/13/17,awaiting response,815,2294.9,TRUE,TRUE,TRUE,10/5/17,completed
816,564,970,commercial,whatsapp,7/7/15,pending review,816,3570.65,TRUE,TRUE,FALSE,4/23/16,resolved
817,946,837,civil,email,6/17/23,under investigation,817,3135.07,TRUE,TRUE,FALSE,10/10/22,cancelled
818,152,417,family,phone,9/30/22,under review,818,3174.99,FALSE,TRUE,TRUE,7/21/20,ongoing
819,724,358,real estate,phone,8/24/21,rejected,819,358.94,TRUE,TRUE,TRUE,10/14/16,completed
820,377,295,labor,email,3/25/21,pending,820,2679.79,FALSE,FALSE,TRUE,5/5/28,client_withdrew
821,47,818,family,phone,4/9/23,reviewing,821,1485.47,FALSE,FALSE,TRUE,7/7/25,resolved
822,568,59,labor,whatsapp,3/14/26,awaiting response,822,1028.9,TRUE,FALSE,TRUE,7/28/18,completed
823,708,227,real estate,whatsapp,12/7/20,completed,823,3736.45,FALSE,TRUE,TRUE,8/5/21,lost_case
824,864,912,administrative,whatsapp,3/24/28,pending review,824,3813.29,TRUE,FALSE,TRUE,7/26/24,settled
825,887,911,labor,phone,9/10/19,under review,825,2971.78,TRUE,TRUE,FALSE,9/30/28,ongoing
826,14,228,labor,phone,5/26/29,in progress,826,3523.53,FALSE,TRUE,FALSE,1/26/28,in_progress
827,827,270,civil,email,7/27/26,in process,827,4698.88,FALSE,FALSE,TRUE,6/16/21,resolved
828,760,886,administrative,email,9/26/20,in progress,828,2000.49,FALSE,TRUE,TRUE,8/24/28,settled
829,369,520,civil,whatsapp,8/16/19,pending review,829,235.79,FALSE,TRUE,FALSE,3/18/23,client_withdrew
830,217,708,consultation only service,email,11/16/17,approved,830,2664.81,FALSE,TRUE,FALSE,9/18/29,office_declined
831,389,257,criminal,whatsapp,12/15/21,in process,831,436.93,FALSE,FALSE,FALSE,1/3/17,accepted
832,768,129,consultation only service,phone,8/9/19,in process,832,3510.68,FALSE,TRUE,FALSE,9/1/19,cancelled
833,107,155,real estate,whatsapp,6/2/26,on hold,833,241.99,FALSE,TRUE,FALSE,5/2/30,resolved
834,936,584,administrative,email,7/8/30,under review,834,729.99,FALSE,TRUE,TRUE,1/21/15,accepted
835,525,155,criminal,email,11/18/29,pending,835,1984.53,FALSE,FALSE,TRUE,4/22/19,office_declined
836,640,575,real estate,whatsapp,2/27/27,awaiting response,836,1028.68,TRUE,FALSE,FALSE,11/15/28,completed
837,406,703,administrative,whatsapp,2/10/19,awaiting response,837,4414.19,FALSE,TRUE,TRUE,9/18/26,in_progress
838,178,638,criminal,phone,3/1/15,under investigation,838,1908.56,FALSE,TRUE,TRUE,8/20/17,client_withdrew
839,39,54,consultation only service,email,7/31/15,under review,839,4468.89,FALSE,FALSE,FALSE,9/16/25,settled
840,590,104,immigration,email,6/16/21,under investigation,840,3568.18,FALSE,TRUE,TRUE,1/14/29,cancelled
841,722,961,labor,email,12/14/24,pending,841,1425.26,FALSE,TRUE,FALSE,1/25/28,ongoing
842,341,567,consultation only service,whatsapp,12/25/23,in process,842,4013.08,TRUE,FALSE,FALSE,1/9/20,lost_case
843,507,207,consultation only service,phone,1/12/16,pending approval,843,1787.25,TRUE,FALSE,FALSE,6/2/25,completed
844,804,808,commercial,email,11/18/18,on hold,844,2022.76,TRUE,FALSE,TRUE,4/19/28,accepted
845,657,296,consultation only service,whatsapp,4/19/27,awaiting response,845,2807.63,FALSE,FALSE,TRUE,11/28/19,lost_case
846,606,429,commercial,phone,4/14/29,pending review,846,3537.26,TRUE,FALSE,TRUE,5/22/20,in_progress
847,950,714,family,email,5/27/22,on hold,847,4614.44,TRUE,FALSE,TRUE,9/23/20,ongoing
848,460,310,administrative,whatsapp,1/1/29,under review,848,3824.38,FALSE,FALSE,FALSE,1/13/30,settled
849,570,396,labor,email,2/21/28,in progress,849,4148.29,FALSE,FALSE,FALSE,7/21/24,resolved
850,866,658,real estate,email,1/27/23,completed,850,4262.68,TRUE,FALSE,FALSE,11/15/18,ongoing
851,364,925,labor,email,9/9/19,under investigation,851,4134.94,FALSE,FALSE,TRUE,11/9/28,settled
852,208,627,immigration,whatsapp,11/14/15,delayed,852,4177.66,TRUE,TRUE,FALSE,2/13/23,lost_case
853,511,16,criminal,phone,2/2/30,delayed,853,3314.69,TRUE,TRUE,TRUE,6/29/30,settled
854,652,356,administrative,whatsapp,12/8/21,pending approval,854,2919.84,TRUE,TRUE,TRUE,9/28/20,lost_case
855,406,111,commercial,whatsapp,2/9/25,under review,855,988.49,TRUE,FALSE,FALSE,7/12/19,cancelled
856,209,571,real estate,whatsapp,9/4/20,under review,856,4334.69,FALSE,FALSE,FALSE,12/30/19,lost_case
857,542,485,labor,email,3/12/27,under review,857,3670.86,FALSE,FALSE,FALSE,4/5/22,completed
858,993,169,administrative,phone,7/11/25,finalized,858,2081.9,FALSE,FALSE,FALSE,4/5/15,lost_case
859,115,979,civil,phone,9/7/17,awaiting response,859,736.61,FALSE,FALSE,TRUE,8/1/24,office_declined
860,11,249,real estate,phone,7/25/20,in progress,860,2302.71,FALSE,TRUE,FALSE,1/1/24,lost_case
861,417,503,family,phone,6/3/26,under review,861,4938.99,FALSE,TRUE,FALSE,8/6/15,ongoing
862,40,461,real estate,whatsapp,8/23/30,in progress,862,4634.05,TRUE,FALSE,FALSE,1/27/23,resolved
863,192,946,administrative,whatsapp,4/25/16,finalized,863,2870.5,TRUE,FALSE,FALSE,4/28/22,in_progress
864,223,181,civil,whatsapp,2/24/30,under investigation,864,4681.24,TRUE,TRUE,FALSE,1/9/23,resolved
865,174,297,immigration,phone,8/5/27,in progress,865,2508.11,TRUE,TRUE,TRUE,2/21/26,client_withdrew
866,347,884,family,email,10/21/21,completed,866,2670.87,TRUE,FALSE,TRUE,9/20/22,lost_case
867,430,579,contract review,email,11/28/24,pending approval,867,4815.87,FALSE,FALSE,FALSE,10/13/30,ongoing
868,614,138,commercial,whatsapp,8/10/21,under investigation,868,3812.69,FALSE,FALSE,TRUE,12/1/25,accepted
869,568,14,civil,whatsapp,9/6/22,pending approval,869,3438.81,FALSE,TRUE,TRUE,4/1/20,resolved
870,151,977,consultation only service,whatsapp,3/3/28,finalized,870,4252.4,FALSE,FALSE,TRUE,1/28/20,client_withdrew
871,616,435,administrative,phone,4/20/17,delayed,871,3361.86,FALSE,FALSE,FALSE,12/17/29,completed
872,156,583,administrative,email,11/29/24,rejected,872,4383.89,FALSE,TRUE,FALSE,7/24/30,ongoing
873,73,795,criminal,whatsapp,9/22/15,delayed,873,3205.57,FALSE,TRUE,TRUE,8/15/19,accepted
874,187,205,criminal,whatsapp,1/3/26,awaiting response,874,4365.74,TRUE,TRUE,FALSE,7/5/17,accepted
875,779,46,administrative,phone,11/21/24,rejected,875,4691.15,FALSE,FALSE,TRUE,11/18/26,cancelled
876,771,301,criminal,email,5/4/22,completed,876,4097.87,TRUE,TRUE,TRUE,6/8/25,office_declined
877,391,651,civil,whatsapp,12/17/29,reviewing,877,896.76,TRUE,TRUE,FALSE,3/6/19,settled
878,570,338,immigration,whatsapp,10/19/28,delayed,878,4602.81,TRUE,FALSE,TRUE,6/1/30,completed
879,543,717,real estate,whatsapp,6/29/23,completed,879,210.39,TRUE,FALSE,TRUE,1/2/20,in_progress
880,243,684,consultation only service,whatsapp,8/5/22,in process,880,4721.86,TRUE,FALSE,TRUE,6/7/15,ongoing
881,788,647,contract review,whatsapp,3/2/22,on hold,881,3047.01,TRUE,FALSE,TRUE,7/6/29,resolved
882,128,25,criminal,whatsapp,6/7/30,pending,882,1384.38,TRUE,FALSE,TRUE,2/10/17,client_withdrew
883,777,498,criminal,email,12/27/25,awaiting response,883,855.71,FALSE,TRUE,TRUE,9/22/24,lost_case
884,438,740,administrative,whatsapp,12/8/21,on hold,884,927.35,TRUE,FALSE,FALSE,7/5/28,in_progress
885,55,34,labor,phone,9/30/29,in process,885,2531.84,TRUE,FALSE,TRUE,2/4/15,ongoing
886,926,820,contract review,email,1/5/15,rejected,886,4791.42,FALSE,TRUE,FALSE,2/19/27,cancelled
887,996,449,administrative,phone,8/1/23,pending approval,887,514.26,FALSE,FALSE,FALSE,9/19/19,client_withdrew
888,409,68,labor,phone,11/1/22,on hold,888,2740.18,FALSE,FALSE,TRUE,5/18/20,ongoing
889,503,264,family,phone,11/27/25,pending approval,889,942.17,TRUE,TRUE,FALSE,12/12/26,cancelled
890,336,845,contract review,whatsapp,3/28/16,pending approval,890,4465.68,FALSE,FALSE,FALSE,2/19/25,client_withdrew
891,28,24,administrative,whatsapp,7/17/21,pending,891,3545.57,FALSE,FALSE,TRUE,1/15/26,in_progress
892,472,867,consultation only service,phone,11/26/18,delayed,892,1568.3,FALSE,TRUE,FALSE,6/4/21,completed
893,60,715,real estate,phone,5/8/24,pending review,893,4382.31,FALSE,TRUE,TRUE,3/31/25,accepted
894,886,285,family,whatsapp,12/13/21,completed,894,3085.33,TRUE,TRUE,TRUE,1/27/30,client_withdrew
895,217,837,real estate,email,4/17/19,under review,895,1050.64,TRUE,TRUE,FALSE,3/10/20,office_declined
896,568,184,administrative,email,9/11/29,completed,896,3421.14,FALSE,FALSE,FALSE,1/21/27,cancelled
897,199,418,family,phone,11/1/26,under investigation,897,439.71,TRUE,TRUE,FALSE,11/4/19,completed
898,506,432,criminal,email,5/3/24,pending approval,898,355.76,FALSE,FALSE,TRUE,12/19/28,office_declined
899,195,892,immigration,email,11/7/21,completed,899,1733.4,FALSE,TRUE,TRUE,10/20/19,client_withdrew
900,501,989,real estate,phone,11/1/21,on hold,900,4078.37,TRUE,TRUE,TRUE,9/13/16,settled
901,736,5,contract review,whatsapp,8/27/29,pending approval,901,939.61,FALSE,FALSE,TRUE,2/4/22,cancelled
902,415,733,real estate,whatsapp,3/11/28,in progress,902,4249.99,TRUE,FALSE,FALSE,6/25/25,resolved
903,970,537,contract review,email,10/7/15,under review,903,2363.56,TRUE,TRUE,TRUE,12/13/29,accepted
904,507,579,civil,phone,12/2/21,pending approval,904,2985.64,FALSE,FALSE,TRUE,8/8/25,accepted
905,413,396,commercial,email,10/11/25,awaiting response,905,843,FALSE,FALSE,TRUE,10/26/21,client_withdrew
906,564,687,administrative,email,1/10/24,pending,906,2713.69,TRUE,FALSE,TRUE,11/6/21,accepted
907,931,137,real estate,email,4/21/29,pending,907,434.31,FALSE,TRUE,FALSE,3/16/16,settled
908,276,93,family,email,7/5/20,rejected,908,1082.06,TRUE,FALSE,TRUE,11/18/28,office_declined
909,456,301,civil,whatsapp,3/14/25,delayed,909,3634.06,TRUE,TRUE,TRUE,5/23/20,office_declined
910,214,110,labor,whatsapp,6/6/24,pending review,910,4306.99,TRUE,TRUE,FALSE,5/20/23,client_withdrew
911,205,750,contract review,phone,6/7/30,in process,911,4389.21,FALSE,TRUE,FALSE,10/30/16,lost_case
912,472,330,civil,email,10/25/24,delayed,912,3955.27,TRUE,FALSE,FALSE,3/12/18,client_withdrew
913,41,831,immigration,phone,6/12/15,in process,913,1091.23,FALSE,TRUE,TRUE,3/22/19,client_withdrew
914,144,412,criminal,whatsapp,11/2/19,reviewing,914,4737.13,FALSE,TRUE,FALSE,7/19/21,client_withdrew
915,393,61,immigration,whatsapp,7/29/19,in process,915,1192.72,FALSE,FALSE,TRUE,7/30/24,resolved
916,393,542,real estate,email,2/16/21,on hold,916,1893.11,TRUE,FALSE,TRUE,4/5/19,lost_case
917,750,966,family,phone,10/18/21,delayed,917,4423.12,TRUE,TRUE,FALSE,9/17/25,ongoing
918,75,811,consultation only service,whatsapp,1/2/24,on hold,918,3670.14,FALSE,FALSE,FALSE,1/16/29,ongoing
919,559,868,commercial,whatsapp,7/25/20,pending review,919,773.27,TRUE,TRUE,TRUE,2/22/17,settled
920,876,239,criminal,phone,11/30/28,on hold,920,4874.33,TRUE,TRUE,FALSE,6/12/16,settled
921,770,247,civil,phone,4/23/27,completed,921,3481.21,FALSE,TRUE,FALSE,4/29/24,ongoing
922,807,976,immigration,email,8/2/24,finalized,922,4593.94,TRUE,FALSE,TRUE,2/15/22,completed
923,87,437,labor,whatsapp,2/27/16,under review,923,530.08,FALSE,TRUE,TRUE,1/16/26,client_withdrew
924,152,314,administrative,phone,2/9/23,approved,924,1437.63,TRUE,TRUE,TRUE,7/20/23,settled
925,723,677,family,phone,5/25/27,approved,925,2423.95,TRUE,FALSE,TRUE,2/17/18,in_progress
926,263,598,family,phone,9/16/20,under investigation,926,4106.58,TRUE,FALSE,FALSE,6/11/26,in_progress
927,221,876,commercial,email,2/7/15,awaiting response,927,3936.36,TRUE,FALSE,TRUE,11/7/18,settled
928,376,317,commercial,email,2/19/25,under investigation,928,3982.44,TRUE,FALSE,FALSE,1/23/26,lost_case
929,797,132,labor,email,7/16/18,pending,929,1718.22,TRUE,TRUE,FALSE,11/29/29,ongoing
930,913,196,civil,email,11/27/24,on hold,930,3112.15,FALSE,FALSE,TRUE,9/7/23,office_declined
931,564,994,family,email,2/1/28,on hold,931,392.59,FALSE,TRUE,TRUE,3/13/25,office_declined
932,230,960,civil,email,5/11/19,finalized,932,2305.85,TRUE,FALSE,TRUE,1/25/16,client_withdrew
933,572,731,administrative,whatsapp,3/10/19,delayed,933,4132.46,FALSE,FALSE,FALSE,6/28/27,ongoing
934,230,940,civil,email,2/27/15,pending review,934,3350.45,FALSE,FALSE,FALSE,12/15/21,in_progress
935,937,819,labor,phone,2/7/19,under investigation,935,2057.08,TRUE,FALSE,FALSE,3/6/27,office_declined
936,855,595,criminal,phone,12/7/15,on hold,936,1625.76,FALSE,FALSE,FALSE,10/22/24,client_withdrew
937,374,992,civil,phone,1/20/29,on hold,937,563.16,TRUE,FALSE,FALSE,4/24/30,lost_case
938,513,635,civil,phone,3/4/18,under review,938,1793.82,FALSE,TRUE,TRUE,3/10/22,settled
939,959,664,civil,phone,11/24/23,approved,939,1832.12,TRUE,FALSE,TRUE,8/21/30,in_progress
940,289,177,consultation only service,whatsapp,6/18/24,under investigation,940,1275.97,FALSE,TRUE,FALSE,1/29/16,settled
941,628,333,commercial,email,3/15/17,in process,941,1269.36,TRUE,FALSE,TRUE,6/5/25,client_withdrew
942,126,885,contract review,email,7/7/21,pending review,942,669.82,TRUE,FALSE,TRUE,10/21/18,cancelled
943,304,671,civil,email,10/29/19,under review,943,2953.24,FALSE,TRUE,TRUE,1/11/15,settled
944,195,246,real estate,email,5/11/20,in process,944,294.86,TRUE,TRUE,TRUE,10/4/24,lost_case
945,573,290,consultation only service,email,2/6/24,rejected,945,3460.93,TRUE,FALSE,FALSE,5/9/29,accepted
946,153,9,contract review,whatsapp,5/1/16,completed,946,2695.24,FALSE,FALSE,TRUE,8/3/17,lost_case
947,312,237,administrative,whatsapp,9/27/20,pending approval,947,4982.54,TRUE,FALSE,TRUE,12/23/25,client_withdrew
948,347,924,administrative,email,9/11/15,in process,948,1853.03,TRUE,TRUE,TRUE,9/19/22,cancelled
949,120,65,labor,email,7/27/17,pending review,949,1108.09,TRUE,TRUE,TRUE,12/19/21,resolved
950,695,957,contract review,whatsapp,2/28/29,reviewing,950,1925.36,FALSE,TRUE,FALSE,3/17/18,in_progress
951,678,238,immigration,whatsapp,1/8/16,in process,951,4602.12,FALSE,FALSE,TRUE,2/26/22,office_declined
952,835,777,family,whatsapp,5/5/27,pending review,952,1155.27,TRUE,FALSE,FALSE,11/1/25,accepted
953,776,817,contract review,email,5/11/24,on hold,953,2256.3,TRUE,TRUE,FALSE,8/1/16,ongoing
954,786,927,administrative,phone,4/25/19,under investigation,954,2426.75,FALSE,TRUE,TRUE,5/23/15,completed
955,698,275,contract review,phone,2/22/25,under investigation,955,3074.02,FALSE,TRUE,TRUE,7/16/28,client_withdrew
956,880,198,contract review,whatsapp,9/1/26,under investigation,956,747.17,FALSE,TRUE,FALSE,7/23/28,ongoing
957,295,819,family,email,4/4/19,rejected,957,3489.07,FALSE,TRUE,TRUE,7/4/17,settled
958,938,473,administrative,phone,4/14/16,approved,958,1011.54,TRUE,TRUE,FALSE,4/21/23,completed
959,524,524,contract review,email,6/29/25,in process,959,3423.14,TRUE,FALSE,FALSE,11/12/25,ongoing
960,494,411,criminal,email,10/3/22,pending,960,2674.19,TRUE,FALSE,FALSE,3/15/24,cancelled
961,299,217,criminal,whatsapp,1/8/25,reviewing,961,1552.89,TRUE,TRUE,TRUE,9/14/26,client_withdrew
962,175,669,administrative,email,7/27/16,pending,962,2632.68,TRUE,FALSE,FALSE,1/16/19,lost_case
963,756,460,consultation only service,phone,10/22/15,completed,963,2286.34,FALSE,FALSE,TRUE,8/7/29,lost_case
964,218,719,criminal,email,8/2/19,on hold,964,3611.97,FALSE,TRUE,TRUE,6/22/18,client_withdrew
965,603,184,immigration,email,9/9/28,completed,965,1004.5,TRUE,FALSE,FALSE,10/17/17,cancelled
966,687,543,civil,whatsapp,4/6/26,under investigation,966,1590.34,TRUE,TRUE,FALSE,9/28/20,client_withdrew
967,78,535,consultation only service,whatsapp,12/15/21,in progress,967,4243.08,TRUE,FALSE,TRUE,3/28/21,resolved
968,809,216,contract review,whatsapp,9/5/25,completed,968,2857.47,TRUE,TRUE,FALSE,7/10/27,ongoing
969,872,425,consultation only service,phone,6/16/17,approved,969,2619.98,FALSE,FALSE,TRUE,12/1/30,in_progress
970,171,267,immigration,email,6/9/26,completed,970,1091.24,FALSE,FALSE,FALSE,6/12/21,accepted
971,183,898,commercial,phone,7/27/29,under investigation,971,2794.63,TRUE,FALSE,FALSE,5/12/29,ongoing
972,124,605,criminal,email,12/7/23,rejected,972,272.79,TRUE,TRUE,FALSE,5/27/29,accepted
973,495,756,consultation only service,whatsapp,11/23/25,in process,973,2705.45,TRUE,FALSE,FALSE,3/20/30,completed
974,267,989,commercial,email,2/21/29,pending approval,974,332.62,FALSE,TRUE,TRUE,7/7/19,accepted
975,997,978,commercial,email,6/2/17,pending review,975,2001.95,FALSE,TRUE,TRUE,9/12/22,client_withdrew
976,71,821,family,whatsapp,2/16/17,delayed,976,4913.61,FALSE,FALSE,TRUE,11/3/28,completed
977,846,371,criminal,phone,3/7/29,under review,977,2162.63,TRUE,TRUE,TRUE,3/16/23,resolved
978,947,617,civil,phone,3/4/24,under review,978,4908.72,FALSE,FALSE,TRUE,4/25/15,resolved
979,729,799,immigration,whatsapp,9/5/21,finalized,979,2398.87,TRUE,FALSE,TRUE,8/3/21,lost_case
980,770,398,real estate,whatsapp,12/30/18,pending approval,980,1322.81,FALSE,FALSE,TRUE,6/24/30,lost_case
981,769,64,family,whatsapp,6/17/25,under investigation,981,1054.46,FALSE,TRUE,TRUE,8/21/25,client_withdrew
982,941,187,criminal,whatsapp,7/18/26,under review,982,2568.75,FALSE,FALSE,FALSE,2/2/25,client_withdrew
983,706,675,criminal,whatsapp,7/11/17,finalized,983,795.71,FALSE,TRUE,FALSE,11/7/24,lost_case
984,515,58,real estate,email,3/27/16,in progress,984,3754.79,FALSE,TRUE,TRUE,4/23/23,in_progress
985,489,269,administrative,whatsapp,12/24/22,delayed,985,1253.91,FALSE,TRUE,TRUE,5/17/18,resolved
986,303,581,real estate,whatsapp,10/13/18,under review,986,2924.11,TRUE,TRUE,FALSE,10/9/19,office_declined
987,425,104,administrative,whatsapp,7/10/30,in progress,987,838.9,FALSE,TRUE,FALSE,8/28/15,resolved
