matter_id,client_id,consultation_id,matter_type,origin_channel,opened_at,current_stage,responsible_lawyer_id,total_fee_agreed,contract_signed,power_of_attorney_signed,documents_complete,closed_at,outcome
748,429,398,administrative,whatsapp,2026-09-12,closed,748,1120.69,TRUE,FALSE,FALSE,2026-09-12,lost_case
749,139,243,family,whatsapp,2021-05-21,closed,749,3888.56,TRUE,FALSE,TRUE,2026-09-12,completed
750,616,165,consultation,whatsapp,2021-09-12,closed,750,2923.56,FALSE,TRUE,TRUE,2026-09-12,office_declined
751,384,696,immigration,whatsapp,2023-12-06,closed,751,1318.47,TRUE,FALSE,FALSE,2026-09-12,completed
752,408,407,family,phone,2017-02-06,closed,752,677.43,FALSE,FALSE,TRUE,2023-09-08,lost_case
753,793,816,real_estate,phone,2019-05-13,closed,753,375.82,TRUE,TRUE,FALSE,2026-09-12,office_declined
754,152,738,commercial,phone,2024-02-26,closed,754,657.51,FALSE,TRUE,TRUE,2024-11-12,settled
755,374,285,commercial,phone,2018-12-19,closed,755,1053.4,TRUE,FALSE,TRUE,2026-09-12,cancelled
756,475,785,labor,whatsapp,2017-12-07,closed,756,285.99,FALSE,TRUE,TRUE,2018-12-07,resolved
757,856,982,consultation,whatsapp,2015-05-20,closed,757,2493.64,FALSE,FALSE,FALSE,2026-09-12,cancelled
758,846,634,real_estate,phone,2026-08-05,closed,758,3761.33,TRUE,FALSE,FALSE,2026-08-05,client_withdrawal
759,244,707,immigration,whatsapp,2025-04-19,closed,759,1163.67,FALSE,FALSE,TRUE,2026-09-12,settled
760,974,828,immigration,phone,2026-09-12,closed,760,4771.52,TRUE,FALSE,TRUE,2026-09-12,resolved
761,867,658,labor,whatsapp,2026-09-12,closed,761,617.37,FALSE,FALSE,FALSE,2026-09-12,client_withdrawal
762,92,315,criminal,whatsapp,2024-08-06,closed,762,3725.2,TRUE,TRUE,FALSE,2024-08-06,cancelled
763,547,742,civil,email,2026-09-12,closed,763,2245.7,FALSE,TRUE,FALSE,2026-09-12,lost_case
764,798,774,consultation,whatsapp,2026-09-12,closed,764,3102.23,FALSE,FALSE,FALSE,2026-09-12,office_declined
765,35,319,administrative,email,2017-01-11,closed,765,1989.57,FALSE,TRUE,FALSE,2024-03-16,lost_case
766,369,70,real_estate,phone,2015-08-24,closed,766,2608.05,TRUE,TRUE,TRUE,2021-02-24,settled
767,707,978,criminal,phone,2026-09-12,in_process,767,1783.44,FALSE,FALSE,TRUE,,ongoing
768,897,271,immigration,email,2026-09-12,closed,768,2211.13,FALSE,TRUE,FALSE,2026-09-12,lost_case
769,376,470,immigration,whatsapp,2017-01-14,closed,769,4324.8,FALSE,FALSE,FALSE,2026-09-12,cancelled
770,419,644,civil,phone,2019-05-26,closed,770,621.26,FALSE,FALSE,FALSE,2026-01-08,client_withdrawal
771,957,314,immigration,email,2015-05-05,closed,771,4496.44,FALSE,FALSE,FALSE,2026-09-12,settled
772,859,331,family,whatsapp,2026-09-12,delayed,772,2957.46,TRUE,FALSE,FALSE,,accepted
773,660,253,immigration,whatsapp,2015-05-13,closed,773,3121.5,TRUE,FALSE,FALSE,2026-09-12,office_declined
774,993,537,commercial,whatsapp,2016-11-01,closed,774,1863.18,TRUE,TRUE,FALSE,2026-09-12,cancelled
775,909,321,real_estate,whatsapp,2015-03-25,closed,775,4602.17,TRUE,FALSE,TRUE,2025-06-08,completed
776,984,988,immigration,email,2023-08-02,closed,776,2269.21,FALSE,FALSE,FALSE,2023-08-02,client_withdrawal
777,702,936,consultation,phone,2018-07-10,closed,777,4073.78,FALSE,TRUE,TRUE,2024-06-05,completed
778,478,922,labor,whatsapp,2020-06-27,under_review,778,526.3,TRUE,TRUE,TRUE,,accepted
779,966,186,consultation,email,2022-08-20,pending,779,3986.66,FALSE,TRUE,TRUE,,ongoing
780,988,803,real_estate,phone,2017-05-14,under_review,780,1433.25,TRUE,FALSE,TRUE,,in_progress
781,920,337,consultation,phone,2018-09-20,closed,781,2443.7,FALSE,FALSE,TRUE,2023-10-01,office_declined
782,236,423,civil,email,2023-10-08,closed,782,1069.13,FALSE,FALSE,TRUE,2026-09-12,client_withdrawal
783,471,228,labor,whatsapp,2026-09-12,closed,783,2127.29,TRUE,FALSE,TRUE,2026-09-12,lost_case
784,833,766,family,email,2026-09-12,under_review,784,1794.26,FALSE,TRUE,FALSE,,in_progress
785,429,125,criminal,whatsapp,2026-09-07,closed,785,2059.4,FALSE,FALSE,TRUE,2026-09-07,client_withdrawal
786,154,590,administrative,email,2020-04-08,closed,786,1032.25,FALSE,FALSE,FALSE,2025-12-17,completed
787,612,824,commercial,email,2020-04-16,closed,787,500.2,FALSE,TRUE,FALSE,2026-09-12,client_withdrawal
788,374,735,labor,email,2026-09-12,closed,788,3962.22,TRUE,TRUE,FALSE,2026-09-12,settled
789,987,619,family,whatsapp,2022-09-16,closed,789,1800.21,TRUE,TRUE,TRUE,2022-09-16,settled
790,478,922,criminal,whatsapp,2024-08-23,closed,790,674.01,TRUE,FALSE,FALSE,2025-11-06,resolved
791,151,935,consultation,whatsapp,2025-11-19,under_review,791,2220.95,FALSE,TRUE,TRUE,,in_progress
792,413,291,consultation,whatsapp,2020-10-11,in_process,792,1874.49,TRUE,TRUE,TRUE,,ongoing
793,832,316,labor,email,2015-05-07,closed,793,3003.3,TRUE,FALSE,FALSE,2024-04-20,settled
794,768,547,administrative,email,2020-01-24,under_review,794,4509.07,FALSE,FALSE,FALSE,,in_progress
795,859,350,immigration,phone,2021-09-23,under_review,795,3269.26,FALSE,TRUE,TRUE,,accepted
796,454,142,family,phone,2023-08-08,under_investigation,796,3502.66,FALSE,FALSE,FALSE,,in_progress
797,869,454,criminal,whatsapp,2017-11-25,closed,797,2233.83,TRUE,TRUE,FALSE,2017-11-25,completed
798,523,637,immigration,email,2017-03-29,in_process,798,4396.57,TRUE,FALSE,FALSE,,accepted
799,802,726,civil,phone,2022-07-04,closed,799,1349.77,FALSE,FALSE,FALSE,2026-09-12,settled
800,972,693,consultation,phone,2026-09-12,closed,800,3543.8,TRUE,TRUE,TRUE,2026-09-12,settled
801,487,370,real_estate,email,2026-09-12,under_review,801,551.74,TRUE,TRUE,TRUE,,accepted
802,142,557,real_estate,whatsapp,2024-10-22,closed,802,1897.2,FALSE,TRUE,FALSE,2024-10-22,client_withdrawal
803,416,233,contract_review,email,2021-01-04,closed,803,4920.38,FALSE,TRUE,TRUE,2021-01-04,completed
804,201,920,family,whatsapp,2026-09-12,closed,804,377.56,FALSE,FALSE,FALSE,2026-09-12,settled
805,967,24,real_estate,email,2021-02-06,closed,805,375.08,FALSE,FALSE,TRUE,2026-09-12,office_declined
806,427,88,civil,whatsapp,2017-02-27,closed,806,3265.94,TRUE,FALSE,TRUE,2019-06-03,resolved
807,844,968,immigration,phone,2025-08-03,closed,807,4209.48,FALSE,TRUE,TRUE,2025-08-03,completed
808,799,356,commercial,whatsapp,2015-02-18,closed,808,3523.81,TRUE,TRUE,TRUE,2026-09-12,cancelled
809,19,71,contract_review,whatsapp,2016-12-15,in_process,809,4799.9,TRUE,FALSE,FALSE,,in_progress
810,447,170,commercial,whatsapp,2020-02-29,closed,810,4470.85,TRUE,FALSE,TRUE,2024-12-14,office_declined
811,429,830,civil,phone,2015-10-13,under_review,811,1239,TRUE,TRUE,FALSE,,ongoing
812,628,958,family,phone,2020-04-06,closed,812,4370.62,FALSE,TRUE,TRUE,2020-04-06,client_withdrawal
813,413,291,contract_review,email,2020-04-08,closed,813,3629.67,FALSE,TRUE,FALSE,2025-03-09,office_declined
814,370,300,contract_review,email,2024-03-20,closed,814,2962.58,TRUE,FALSE,TRUE,2024-07-02,settled
815,875,204,family,whatsapp,2017-12-13,closed,815,2294.9,TRUE,TRUE,TRUE,2017-12-13,completed
816,664,970,commercial,whatsapp,2015-07-07,closed,816,3570.65,TRUE,TRUE,FALSE,2016-04-23,resolved
817,757,837,civil,email,2023-06-17,closed,817,3135.07,TRUE,TRUE,FALSE,2023-06-17,cancelled
818,983,417,family,phone,2022-09-30,under_review,818,3174.99,FALSE,TRUE,TRUE,,ongoing
819,669,358,real_estate,phone,2021-08-24,closed,819,358.94,TRUE,TRUE,TRUE,2021-08-24,completed
820,800,295,labor,email,2021-03-25,closed,820,2679.79,FALSE,FALSE,TRUE,2026-09-12,client_withdrawal
821,65,818,family,phone,2023-04-09,closed,821,1485.47,FALSE,FALSE,TRUE,2025-07-07,resolved
822,356,59,labor,whatsapp,2026-03-14,closed,822,1028.9,TRUE,FALSE,TRUE,2026-03-14,completed
823,897,227,real_estate,whatsapp,2020-12-07,closed,823,3736.45,FALSE,TRUE,TRUE,2021-08-05,lost_case
824,742,912,administrative,whatsapp,2026-09-12,closed,824,3813.29,TRUE,FALSE,TRUE,2026-09-12,settled
825,657,911,labor,phone,2019-09-10,under_review,825,2971.78,TRUE,TRUE,FALSE,,ongoing
826,471,228,labor,phone,2026-09-12,in_process,826,3523.53,FALSE,TRUE,FALSE,,in_progress
827,240,270,civil,email,2026-07-27,closed,827,4698.88,FALSE,FALSE,TRUE,2026-07-27,resolved
828,20,886,administrative,email,2020-09-26,closed,828,2000.49,FALSE,TRUE,TRUE,2026-09-12,settled
829,365,520,civil,whatsapp,2019-08-16,closed,829,235.79,FALSE,TRUE,FALSE,2023-03-18,client_withdrawal
830,605,708,consultation,email,2017-11-16,closed,830,2664.81,FALSE,TRUE,FALSE,2026-09-12,office_declined
831,927,257,criminal,whatsapp,2021-12-15,in_process,831,436.93,FALSE,FALSE,FALSE,,accepted
832,201,129,consultation,phone,2019-08-09,closed,832,3510.68,FALSE,TRUE,FALSE,2019-09-01,cancelled
833,599,155,real_estate,whatsapp,2026-06-02,closed,833,241.99,FALSE,TRUE,FALSE,2026-09-12,resolved
834,519,584,administrative,email,2026-09-12,under_review,834,729.99,FALSE,TRUE,TRUE,,accepted
835,599,155,criminal,email,2026-09-12,closed,835,1984.53,FALSE,FALSE,TRUE,2026-09-12,office_declined
836,413,575,real_estate,whatsapp,2026-09-12,closed,836,1028.68,TRUE,FALSE,FALSE,2026-09-12,completed
837,479,703,administrative,whatsapp,2019-02-10,awaiting_response,837,4414.19,FALSE,TRUE,TRUE,,in_progress
838,154,638,criminal,phone,2015-03-01,closed,838,1908.56,FALSE,TRUE,TRUE,2017-08-20,client_withdrawal
839,148,54,consultation,email,2015-07-31,closed,839,4468.89,FALSE,FALSE,FALSE,2025-09-16,settled
840,757,104,immigration,email,2021-06-16,closed,840,3568.18,FALSE,TRUE,TRUE,2026-09-12,cancelled
841,966,961,labor,email,2024-12-14,pending,841,1425.26,FALSE,TRUE,FALSE,,ongoing
842,825,567,consultation,whatsapp,2023-12-25,closed,842,4013.08,TRUE,FALSE,FALSE,2023-12-25,lost_case
843,714,207,consultation,phone,2016-01-12,closed,843,1787.25,TRUE,FALSE,FALSE,2025-06-02,completed
844,399,808,commercial,email,2018-11-18,pending,844,2022.76,TRUE,FALSE,TRUE,,accepted
845,295,296,consultation,whatsapp,2026-09-12,closed,845,2807.63,FALSE,FALSE,FALSE,2026-09-12,lost_case
846,825,429,commercial,phone,2026-09-12,under_review,846,3537.26,TRUE,FALSE,FALSE,,in_progress
847,155,714,family,email,2022-05-27,pending,847,4614.44,TRUE,FALSE,TRUE,,ongoing
848,746,310,administrative,whatsapp,2026-09-12,closed,848,3824.38,FALSE,FALSE,FALSE,2026-09-12,settled
849,554,396,labor,email,2026-09-12,closed,849,4148.29,FALSE,FALSE,FALSE,2026-09-12,resolved
850,867,658,real_estate,email,2023-01-27,in_process,850,4262.68,TRUE,FALSE,FALSE,,ongoing
851,772,925,labor,email,2019-09-09,closed,851,4134.94,FALSE,FALSE,TRUE,2026-09-12,settled
852,381,627,immigration,whatsapp,2015-11-14,closed,852,4177.66,TRUE,TRUE,FALSE,2023-02-13,lost_case
853,40,16,criminal,phone,2026-09-12,closed,853,3314.69,TRUE,TRUE,TRUE,2026-09-12,settled
854,799,356,administrative,whatsapp,2021-12-08,closed,854,2919.84,TRUE,TRUE,TRUE,2021-12-08,lost_case
855,641,111,commercial,whatsapp,2025-02-09,closed,855,988.49,TRUE,FALSE,FALSE,2025-02-09,cancelled
856,149,571,real_estate,whatsapp,2020-09-04,closed,856,4334.69,FALSE,FALSE,FALSE,2020-09-04,lost_case
857,759,485,labor,email,2026-09-12,closed,857,3670.86,FALSE,FALSE,FALSE,2026-09-12,completed
858,832,169,administrative,phone,2025-07-11,closed,858,2081.9,FALSE,FALSE,FALSE,2025-07-11,lost_case
859,427,979,civil,phone,2017-09-07,closed,859,736.61,FALSE,FALSE,TRUE,2024-08-01,office_declined
860,291,249,real_estate,phone,2020-07-25,closed,860,2302.71,FALSE,TRUE,FALSE,2024-01-01,lost_case
861,213,503,family,phone,2026-06-03,under_review,861,4938.99,FALSE,TRUE,FALSE,,ongoing
862,660,461,real_estate,whatsapp,2026-09-12,closed,862,4634.05,TRUE,FALSE,FALSE,2026-09-12,resolved
863,926,946,administrative,whatsapp,2016-04-25,in_process,863,2870.5,TRUE,FALSE,FALSE,,in_progress
864,471,181,civil,whatsapp,2026-09-12,closed,864,4681.24,TRUE,TRUE,FALSE,2026-09-12,resolved
865,849,297,immigration,phone,2026-09-12,closed,865,2508.11,TRUE,TRUE,TRUE,2026-09-12,client_withdrawal
866,825,884,family,email,2021-10-21,closed,866,2670.87,TRUE,FALSE,TRUE,2022-09-20,lost_case
867,251,579,contract_review,email,2024-11-28,pending,867,4815.87,FALSE,FALSE,FALSE,,ongoing
868,119,138,commercial,whatsapp,2021-08-10,under_investigation,868,3812.69,FALSE,FALSE,FALSE,,accepted
869,626,14,civil,whatsapp,2022-09-06,closed,869,3438.81,FALSE,TRUE,TRUE,2022-09-06,resolved
870,22,977,consultation,whatsapp,2026-09-12,closed,870,4252.4,FALSE,FALSE,TRUE,2026-09-12,client_withdrawal
871,795,435,administrative,phone,2017-04-20,closed,871,3361.86,FALSE,FALSE,FALSE,2026-09-12,completed
872,805,583,administrative,email,2024-11-29,rejected,872,4383.89,FALSE,TRUE,FALSE,,ongoing
873,541,795,criminal,whatsapp,2015-09-22,delayed,873,3205.57,FALSE,TRUE,TRUE,,accepted
874,599,205,criminal,whatsapp,2026-01-03,awaiting_response,874,4365.74,TRUE,TRUE,FALSE,,accepted
875,601,46,administrative,phone,2024-11-21,closed,875,4691.15,FALSE,FALSE,TRUE,2026-09-12,cancelled
876,930,301,criminal,email,2022-05-04,closed,876,4097.87,TRUE,TRUE,TRUE,2025-06-08,office_declined
877,826,651,civil,whatsapp,2026-09-12,closed,877,896.76,TRUE,TRUE,FALSE,2026-09-12,settled
878,190,338,immigration,whatsapp,2026-09-12,closed,878,4602.81,TRUE,FALSE,TRUE,2026-09-12,completed
879,943,717,real_estate,whatsapp,2023-06-29,in_process,879,210.39,TRUE,FALSE,TRUE,,in_progress
880,524,684,consultation,whatsapp,2022-08-05,in_process,880,4721.86,TRUE,FALSE,FALSE,,ongoing
881,502,647,contract_review,whatsapp,2022-03-02,closed,881,3047.01,TRUE,FALSE,TRUE,2026-09-12,resolved
882,824,25,criminal,whatsapp,2026-09-12,closed,882,1384.38,TRUE,FALSE,TRUE,2026-09-12,client_withdrawal
883,619,498,criminal,email,2025-12-27,closed,883,855.71,FALSE,TRUE,TRUE,2025-12-27,lost_case
884,202,740,administrative,whatsapp,2021-12-08,pending,884,927.35,TRUE,FALSE,FALSE,,in_progress
885,370,34,labor,phone,2026-09-12,in_process,885,2531.84,TRUE,FALSE,TRUE,,ongoing
886,294,820,contract_review,email,2015-01-05,closed,886,4791.42,FALSE,TRUE,FALSE,2026-09-12,cancelled
887,755,449,administrative,phone,2023-08-01,closed,887,514.26,FALSE,FALSE,FALSE,2023-08-01,client_withdrawal
888,76,68,labor,phone,2022-11-01,pending,888,2740.18,FALSE,FALSE,TRUE,,ongoing
889,757,264,family,phone,2025-11-27,closed,889,942.17,TRUE,TRUE,FALSE,2026-09-12,cancelled
890,983,845,contract_review,whatsapp,2016-03-28,closed,890,4465.68,FALSE,FALSE,FALSE,2025-02-19,client_withdrawal
891,967,24,administrative,whatsapp,2021-07-17,pending,891,3545.57,FALSE,FALSE,TRUE,,in_progress
892,547,867,consultation,phone,2018-11-26,closed,892,1568.3,FALSE,TRUE,FALSE,2021-06-04,completed
893,484,715,real_estate,phone,2024-05-08,under_review,893,4382.31,FALSE,TRUE,TRUE,,accepted
894,374,285,family,whatsapp,2021-12-13,closed,894,3085.33,TRUE,TRUE,TRUE,2026-09-12,client_withdrawal
895,757,837,real_estate,email,2019-04-17,closed,895,1050.64,TRUE,TRUE,FALSE,2020-03-10,office_declined
896,102,184,administrative,email,2026-09-12,closed,896,3421.14,FALSE,FALSE,FALSE,2026-09-12,cancelled
897,954,418,family,phone,2026-09-12,closed,897,439.71,TRUE,TRUE,FALSE,2026-09-12,completed
898,459,432,criminal,email,2024-05-03,closed,898,355.76,FALSE,FALSE,TRUE,2026-09-12,office_declined
899,879,892,immigration,email,2021-11-07,closed,899,1733.4,FALSE,TRUE,TRUE,2021-11-07,client_withdrawal
900,402,989,real_estate,phone,2021-11-01,closed,900,4078.37,TRUE,TRUE,TRUE,2021-11-01,settled
901,293,5,contract_review,whatsapp,2026-09-12,closed,901,939.61,FALSE,FALSE,TRUE,2026-09-12,cancelled
902,407,733,real_estate,whatsapp,2026-09-12,closed,902,4249.99,TRUE,FALSE,FALSE,2026-09-12,resolved
903,993,537,contract_review,email,2015-10-07,under_review,903,2363.56,TRUE,TRUE,TRUE,,accepted
904,251,579,civil,phone,2021-12-02,pending,904,2985.64,FALSE,FALSE,TRUE,,accepted
905,554,396,commercial,email,2025-10-11,closed,905,843,FALSE,FALSE,TRUE,2025-10-11,client_withdrawal
906,415,687,administrative,email,2024-01-10,pending,906,2713.69,TRUE,FALSE,TRUE,,accepted
907,431,137,real_estate,email,2026-09-12,closed,907,434.31,FALSE,TRUE,FALSE,2026-09-12,settled
908,41,93,family,email,2020-07-05,closed,908,1082.06,TRUE,FALSE,TRUE,2026-09-12,office_declined
909,930,301,civil,whatsapp,2025-03-14,closed,909,3634.06,TRUE,TRUE,TRUE,2025-03-14,office_declined
910,467,110,labor,whatsapp,2024-06-06,closed,910,4306.99,TRUE,TRUE,FALSE,2024-06-06,client_withdrawal
911,692,750,contract_review,phone,2026-09-12,closed,911,4389.21,FALSE,TRUE,FALSE,2026-09-12,lost_case
912,151,330,civil,email,2024-10-25,closed,912,3955.27,TRUE,FALSE,FALSE,2024-10-25,client_withdrawal
913,251,831,immigration,phone,2015-06-12,closed,913,1091.23,FALSE,TRUE,TRUE,2019-03-22,client_withdrawal
914,623,412,criminal,whatsapp,2019-11-02,closed,914,4737.13,FALSE,TRUE,FALSE,2021-07-19,client_withdrawal
915,211,61,immigration,whatsapp,2019-07-29,closed,915,1192.72,FALSE,FALSE,TRUE,2024-07-30,resolved
916,295,542,real_estate,email,2021-02-16,closed,916,1893.11,TRUE,FALSE,FALSE,2021-02-16,lost_case
917,208,966,family,phone,2021-10-18,delayed,917,4423.12,TRUE,TRUE,FALSE,,ongoing
918,334,811,consultation,whatsapp,2024-01-02,pending,918,3670.14,FALSE,FALSE,FALSE,,ongoing
919,972,868,commercial,whatsapp,2020-07-25,closed,919,773.27,TRUE,TRUE,TRUE,2020-07-25,settled
920,19,239,criminal,phone,2026-09-12,closed,920,4874.33,TRUE,TRUE,FALSE,2026-09-12,settled
921,626,247,civil,phone,2026-09-12,in_process,921,3481.21,FALSE,TRUE,FALSE,,ongoing
922,541,976,immigration,email,2024-08-02,closed,922,4593.94,TRUE,FALSE,TRUE,2024-08-02,completed
923,619,437,labor,whatsapp,2016-02-27,closed,923,530.08,FALSE,TRUE,TRUE,2026-01-16,client_withdrawal
924,957,314,administrative,phone,2023-02-09,closed,924,1437.63,TRUE,TRUE,TRUE,2023-07-20,settled
925,886,677,family,phone,2026-09-12,approved,925,2423.95,TRUE,FALSE,TRUE,,in_progress
926,403,598,family,phone,2020-09-16,under_investigation,926,4106.58,TRUE,FALSE,FALSE,,in_progress
927,774,876,commercial,email,2015-02-07,closed,927,3936.36,TRUE,FALSE,TRUE,2018-11-07,settled
928,613,317,commercial,email,2025-02-19,closed,928,3982.44,TRUE,FALSE,FALSE,2026-01-23,lost_case
929,61,132,labor,email,2018-07-16,pending,929,1718.22,TRUE,TRUE,FALSE,,ongoing
930,889,196,civil,email,2024-11-27,closed,930,3112.15,FALSE,FALSE,TRUE,2024-11-27,office_declined
931,19,994,family,email,2026-09-12,closed,931,392.59,FALSE,TRUE,TRUE,2026-09-12,office_declined
932,576,960,civil,email,2019-05-11,closed,932,2305.85,TRUE,FALSE,TRUE,2019-05-11,client_withdrawal
933,132,731,administrative,whatsapp,2019-03-10,delayed,933,4132.46,FALSE,FALSE,FALSE,,ongoing
934,398,940,civil,email,2015-02-27,under_review,934,3350.45,FALSE,FALSE,FALSE,,in_progress
935,381,819,labor,phone,2019-02-07,closed,935,2057.08,TRUE,FALSE,FALSE,2026-09-12,office_declined
936,964,595,criminal,phone,2015-12-07,closed,936,1625.76,FALSE,FALSE,FALSE,2024-10-22,client_withdrawal
937,546,992,civil,phone,2026-09-12,closed,937,563.16,TRUE,FALSE,FALSE,2026-09-12,lost_case
938,196,635,civil,phone,2018-03-04,closed,938,1793.82,FALSE,TRUE,TRUE,2022-03-10,settled
939,660,664,civil,phone,2023-11-24,approved,939,1832.12,TRUE,FALSE,TRUE,,in_progress
940,985,177,consultation,whatsapp,2024-06-18,closed,940,1275.97,FALSE,TRUE,FALSE,2024-06-18,settled
941,627,333,commercial,email,2017-03-15,closed,941,1269.36,TRUE,FALSE,FALSE,2025-06-05,client_withdrawal
942,449,885,contract_review,email,2021-07-07,closed,942,669.82,TRUE,FALSE,TRUE,2021-07-07,cancelled
943,128,671,civil,email,2019-10-29,closed,943,2953.24,FALSE,TRUE,TRUE,2019-10-29,settled
944,426,246,real_estate,email,2020-05-11,closed,944,294.86,TRUE,TRUE,FALSE,2024-10-04,lost_case
945,42,290,consultation,email,2024-02-06,rejected,945,3460.93,TRUE,FALSE,FALSE,,accepted
946,976,9,contract_review,whatsapp,2016-05-01,closed,946,2695.24,FALSE,FALSE,FALSE,2017-08-03,lost_case
947,966,237,administrative,whatsapp,2020-09-27,closed,947,4982.54,TRUE,FALSE,FALSE,2025-12-23,client_withdrawal
948,704,924,administrative,email,2015-09-11,closed,948,1853.03,TRUE,TRUE,FALSE,2022-09-19,cancelled
949,660,65,labor,email,2017-07-27,closed,949,1108.09,TRUE,TRUE,TRUE,2021-12-19,resolved
950,755,957,contract_review,whatsapp,2026-09-12,under_review,950,1925.36,FALSE,TRUE,FALSE,,in_progress
951,551,238,immigration,whatsapp,2016-01-08,closed,951,4602.12,FALSE,FALSE,TRUE,2022-02-26,office_declined
952,758,777,family,whatsapp,2026-09-12,under_review,952,1155.27,TRUE,FALSE,FALSE,,accepted
953,927,817,contract_review,email,2024-05-11,pending,953,2256.3,TRUE,TRUE,FALSE,,ongoing
954,353,927,administrative,phone,2019-04-25,closed,954,2426.75,FALSE,TRUE,TRUE,2019-04-25,completed
955,340,275,contract_review,phone,2025-02-22,closed,955,3074.02,FALSE,TRUE,TRUE,2026-09-12,client_withdrawal
956,643,198,contract_review,whatsapp,2026-09-01,under_investigation,956,747.17,FALSE,TRUE,FALSE,,ongoing
957,381,819,family,email,2019-04-04,closed,957,3489.07,FALSE,TRUE,TRUE,2019-04-04,settled
958,745,473,administrative,phone,2016-04-14,closed,958,1011.54,TRUE,TRUE,FALSE,2023-04-21,completed
959,670,524,contract_review,email,2025-06-29,in_process,959,3423.14,TRUE,FALSE,FALSE,,ongoing
960,146,411,criminal,email,2022-10-03,closed,960,2674.19,TRUE,FALSE,FALSE,2024-03-15,cancelled
961,554,217,criminal,whatsapp,2025-01-08,closed,961,1552.89,TRUE,TRUE,FALSE,2026-09-12,client_withdrawal
962,151,669,administrative,email,2016-07-27,closed,962,2632.68,TRUE,FALSE,FALSE,2019-01-16,lost_case
963,121,460,consultation,phone,2015-10-22,closed,963,2286.34,FALSE,FALSE,FALSE,2026-09-12,lost_case
964,145,719,criminal,email,2019-08-02,closed,964,3611.97,FALSE,TRUE,TRUE,2019-08-02,client_withdrawal
965,102,184,immigration,email,2026-09-12,closed,965,1004.5,TRUE,FALSE,FALSE,2026-09-12,cancelled
966,886,543,civil,whatsapp,2026-04-06,closed,966,1590.34,TRUE,TRUE,FALSE,2026-04-06,client_withdrawal
967,534,535,consultation,whatsapp,2021-12-15,closed,967,4243.08,TRUE,FALSE,TRUE,2021-12-15,resolved
968,774,216,contract_review,whatsapp,2025-09-05,in_process,968,2857.47,TRUE,TRUE,FALSE,,ongoing
969,731,425,consultation,phone,2017-06-16,approved,969,2619.98,FALSE,FALSE,TRUE,,in_progress
970,334,267,immigration,email,2026-06-09,in_process,970,1091.24,FALSE,FALSE,FALSE,,accepted
971,704,898,commercial,phone,2026-09-12,under_investigation,971,2794.63,TRUE,FALSE,FALSE,,ongoing
972,501,605,criminal,email,2023-12-07,rejected,972,272.79,TRUE,TRUE,FALSE,,accepted
973,660,756,consultation,whatsapp,2025-11-23,closed,973,2705.45,TRUE,FALSE,FALSE,2026-09-12,completed
974,402,989,commercial,email,2026-09-12,pending,974,332.62,FALSE,TRUE,TRUE,,accepted
975,707,978,commercial,email,2017-06-02,closed,975,2001.95,FALSE,TRUE,TRUE,2022-09-12,client_withdrawal
976,341,821,family,whatsapp,2017-02-16,closed,976,4913.61,FALSE,FALSE,TRUE,2026-09-12,completed
977,26,371,criminal,phone,2026-09-12,closed,977,2162.63,TRUE,TRUE,TRUE,2026-09-12,resolved
978,326,617,civil,phone,2024-03-04,closed,978,4908.72,FALSE,FALSE,TRUE,2024-03-04,resolved
979,475,799,immigration,whatsapp,2021-09-05,closed,979,2398.87,TRUE,FALSE,TRUE,2021-09-05,lost_case
980,429,398,real_estate,whatsapp,2018-12-30,closed,980,1322.81,FALSE,FALSE,FALSE,2026-09-12,lost_case
981,816,64,family,whatsapp,2025-06-17,closed,981,1054.46,FALSE,TRUE,TRUE,2025-08-21,client_withdrawal
982,550,187,criminal,whatsapp,2026-07-18,closed,982,2568.75,FALSE,FALSE,FALSE,2026-07-18,client_withdrawal
983,35,675,criminal,whatsapp,2017-07-11,closed,983,795.71,FALSE,TRUE,FALSE,2024-11-07,lost_case
984,145,58,real_estate,email,2016-03-27,in_process,984,3754.79,FALSE,TRUE,TRUE,,in_progress
985,879,269,administrative,whatsapp,2022-12-24,closed,985,1253.91,FALSE,TRUE,FALSE,2022-12-24,resolved
986,618,581,real_estate,whatsapp,2018-10-13,closed,986,2924.11,TRUE,TRUE,FALSE,2019-10-09,office_declined
987,757,104,administrative,whatsapp,2026-09-12,closed,987,838.9,FALSE,TRUE,FALSE,2026-09-12,resolved
988,541,795,administrative,whatsapp,2021-12-04,closed,988,2925.26,FALSE,TRUE,TRUE,2021-12-04,office_declined
989,887,622,administrative,phone,2026-03-10,closed,989,4571.5,TRUE,TRUE,TRUE,2026-03-10,resolved
990,334,538,criminal,whatsapp,2017-04-14,closed,990,4447.95,TRUE,FALSE,FALSE,2022-11-28,settled
991,53,328,immigration,email,2026-09-12,under_review,991,184.42,FALSE,FALSE,FALSE,,accepted
992,321,732,labor,email,2026-09-03,closed,992,4032.13,FALSE,FALSE,FALSE,2026-09-03,settled
993,311,215,family,whatsapp,2023-09-07,closed,993,3390.32,TRUE,FALSE,FALSE,2023-09-07,cancelled
994,552,492,real_estate,email,2025-02-09,closed,994,2784.21,TRUE,TRUE,TRUE,2025-02-09,settled
995,993,91,commercial,whatsapp,2026-01-01,under_review,995,2365.37,TRUE,TRUE,TRUE,,ongoing
